时间,设备名称,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),气压(Pa),高度(m),经度(),纬度(),GPS地速(km),GPS航向(°),GPS高度(m),卫星数量(),位置定位精度(),水平定位精度(),垂直定位精度(),四元数0(),四元数1(),四元数2(),四元数3()
 10:35:59.589,COM6,-0.014,0.095,1.008,0,0.549,-0.854,3.878,2.065,70.362,-416,5960,11818,36.54,,,,,,,,,,,,-0.81702,-0.01727,-0.03421,-0.57526
 10:35:59.694,COM6,-0.012,0.094,1.008,-0.244,0.61,-0.977,3.911,2.049,70.274,-456,5920,11809,36.53,,,,,,,,,,,,-0.81747,-0.01761,-0.03427,-0.57458
 10:35:59.779,COM6,-0.013,0.096,1.008,-1.099,0.854,-0.854,3.928,2.043,70.192,-470,5964,11832,36.56,,,,,,,,,,,,-0.81787,-0.01779,-0.0343,-0.57401
 10:35:59.888,COM6,-0.012,0.094,1.009,-0.977,0.854,-0.671,3.911,2.06,70.131,-469,5927,11814,36.55,,,,,,,,,,,,-0.81818,-0.01761,-0.03433,-0.57355
 10:35:59.993,COM6,-0.013,0.093,1.009,-1.282,0.916,-0.671,3.884,2.071,70.06,-475,5976,11835,36.56,,,,,,,,,,,,-0.81854,-0.01736,-0.03424,-0.57309
 10:36:00.103,COM6,-0.014,0.092,1.009,-0.366,0.549,-0.732,3.867,2.071,69.994,-481,5935,11843,36.53,,,,,,,,,,,,-0.81888,-0.01727,-0.03415,-0.5726
 10:36:00.193,COM6,-0.013,0.087,1.011,-2.197,0.61,-0.977,3.79,2.065,69.922,-474,5923,11826,36.57,,,,,,,,,,,,-0.81924,-0.01678,-0.03375,-0.57211
 10:36:00.299,COM6,-0.014,0.087,1.009,-1.099,0.916,-0.549,3.741,2.06,69.862,-482,5942,11832,36.56,,,,,,,,,,,,-0.81955,-0.01648,-0.03345,-0.57169
 10:36:00.383,COM6,-0.015,0.088,1.01,-1.343,0.732,-0.854,3.724,2.071,69.796,-476,5979,11803,36.55,,,,,,,,,,,,-0.81989,-0.0163,-0.03342,-0.57123
 10:36:00.571,COM6,-0.012,0.094,1.008,0.793,0.549,-0.916,3.785,2.06,69.719,-489,5924,11858,36.56,,,,,,,,,,,,-0.82028,-0.01682,-0.03363,-0.57065
 10:36:00.578,COM6,-0.013,0.092,1.009,-0.122,0.854,-0.732,3.878,2.06,69.648,-485,5914,11839,36.54,,,,,,,,,,,,-0.82059,-0.01752,-0.03409,-0.57013
 10:36:00.699,COM6,-0.013,0.1,1.008,-0.427,0.61,-0.916,3.977,2.06,69.576,-289,5916,11824,36.55,,,,,,,,,,,,-0.82092,-0.01825,-0.03455,-0.56958
 10:36:00.809,COM6,-0.013,0.088,1.01,-0.916,0.671,-0.916,3.944,2.043,69.489,-452,5922,11819,36.56,,,,,,,,,,,,-0.82138,-0.0181,-0.03427,-0.56894
 10:36:00.892,COM6,-0.015,0.091,1.01,-0.549,1.038,-0.61,3.955,2.054,69.428,-477,5989,11819,36.52,,,,,,,,,,,,-0.82169,-0.01813,-0.03436,-0.56854
 10:36:01.011,COM6,-0.012,0.089,1.01,-1.038,1.221,-0.916,3.977,2.082,69.373,-435,5932,11823,36.54,,,,,,,,,,,,-0.82196,-0.01819,-0.0347,-0.56812
 10:36:01.090,COM6,-0.017,0.096,1.009,-0.366,1.343,-0.488,4.032,2.098,69.302,-470,5924,11816,36.54,,,,,,,,,,,,-0.8223,-0.01849,-0.03506,-0.5676
 10:36:01.204,COM6,-0.014,0.1,1.01,-0.122,0.916,-0.671,4.098,2.153,69.263,-467,5931,11808,36.56,,,,,,,,,,,,-0.82248,-0.01874,-0.0358,-0.56726
 10:36:01.322,COM6,-0.015,0.102,1.006,-0.183,0.366,-0.732,4.186,2.137,69.197,-453,5933,11807,36.54,,,,,,,,,,,,-0.82278,-0.01944,-0.0361,-0.56677
 10:36:01.405,COM6,-0.012,0.101,1.008,-0.427,0.183,-0.916,4.224,2.104,69.115,-473,5940,11825,36.56,,,,,,,,,,,,-0.82318,-0.01993,-0.03604,-0.56619
 10:36:01.535,COM6,-0.012,0.101,1.008,-1.282,0.549,-0.854,4.208,2.065,69.027,-477,5953,11813,36.55,,,,,,,,,,,,-0.82361,-0.02005,-0.03568,-0.56558
 10:36:01.644,COM6,-0.013,0.1,1.008,-1.282,0.916,-0.732,4.169,2.06,68.961,-487,5930,11812,36.56,,,,,,,,,,,,-0.82394,-0.01978,-0.03543,-0.56512
 10:36:01.707,COM6,-0.013,0.1,1.007,-1.16,0.916,-0.61,4.125,2.076,68.906,-482,5932,11798,36.59,,,,,,,,,,,,-0.82425,-0.01941,-0.03531,-0.56473
 10:36:01.801,COM6,-0.011,0.096,1.011,-0.977,0.793,-0.793,4.109,2.087,68.84,-475,5924,11823,36.52,,,,,,,,,,,,-0.82458,-0.01929,-0.03528,-0.56424
 10:36:01.890,COM6,-0.014,0.098,1.01,-0.244,0.427,-0.732,4.142,2.076,68.752,-485,5933,11806,36.58,,,,,,,,,,,,-0.82498,-0.01959,-0.03537,-0.56363
 10:36:02.003,COM6,-0.015,0.097,1.01,0.732,0.977,-0.61,4.23,2.093,68.698,-434,5933,11815,36.58,,,,,,,,,,,,-0.82523,-0.02014,-0.03592,-0.5632
 10:36:02.133,COM6,-0.013,0.103,1.01,-1.038,0.427,-0.854,4.301,2.087,68.626,-472,5935,11802,36.55,,,,,,,,,,,,-0.82559,-0.02072,-0.03619,-0.56265
 10:36:02.203,COM6,-0.013,0.097,1.008,-0.427,0.671,-0.916,4.29,2.071,68.544,-473,5942,11751,36.52,,,,,,,,,,,,-0.82599,-0.02075,-0.03604,-0.56204
 10:36:02.324,COM6,-0.014,0.101,1.008,-0.732,0.854,-0.732,4.301,2.071,68.472,-477,5936,11798,36.6,,,,,,,,,,,,-0.82632,-0.02084,-0.03607,-0.56155
 10:36:02.440,COM6,-0.013,0.1,1.008,-1.038,1.038,-0.732,4.29,2.093,68.412,-450,5944,11807,36.52,,,,,,,,,,,,-0.82663,-0.02066,-0.03613,-0.56113
 10:36:02.504,COM6,-0.014,0.104,1.009,-1.343,1.038,-0.61,4.274,2.12,68.346,-442,5947,11814,36.53,,,,,,,,,,,,-0.82697,-0.02045,-0.03625,-0.56064
 10:36:02.587,COM6,-0.014,0.104,1.007,0.488,0.671,-0.732,4.301,2.131,68.286,-472,5940,11801,36.56,,,,,,,,,,,,-0.82724,-0.02063,-0.03647,-0.56018
 10:36:02.727,COM6,-0.014,0.101,1.008,-0.916,0.427,-0.977,4.312,2.126,68.22,-438,5947,11784,36.53,,,,,,,,,,,,-0.82758,-0.02072,-0.03647,-0.55969
 10:36:02.808,COM6,-0.016,0.098,1.009,-1.343,0.916,-0.732,4.263,2.12,68.154,-438,5950,11776,36.56,,,,,,,,,,,,-0.82791,-0.02042,-0.03616,-0.55923
 10:36:02.891,COM6,-0.015,0.097,1.008,-0.793,0.61,-0.793,4.224,2.126,68.082,-346,5932,11786,36.56,,,,,,,,,,,,-0.82825,-0.02014,-0.03601,-0.55872
 10:36:03.023,COM6,-0.013,0.094,1.01,0.366,0.732,-1.038,4.279,2.115,68.011,-452,5925,11790,36.56,,,,,,,,,,,,-0.82858,-0.0206,-0.03619,-0.5582
 10:36:03.125,COM6,-0.014,0.105,1.008,-0.916,0.793,-0.732,4.351,2.109,67.934,-458,5941,11795,36.53,,,,,,,,,,,,-0.82898,-0.02118,-0.03647,-0.55762
 10:36:03.185,COM6,-0.014,0.102,1.009,-0.427,0.977,-0.671,4.345,2.126,67.868,-478,5936,11788,36.55,,,,,,,,,,,,-0.82928,-0.02109,-0.03656,-0.55713
 10:36:03.295,COM6,-0.015,0.102,1.01,-0.916,0.793,-0.732,4.345,2.137,67.802,-429,5944,11793,36.55,,,,,,,,,,,,-0.82959,-0.02106,-0.03662,-0.55667
 10:36:03.432,COM6,-0.015,0.093,1.011,-0.61,0.549,-0.916,4.318,2.137,67.736,-438,5940,11771,36.57,,,,,,,,,,,,-0.82993,-0.0209,-0.0365,-0.55618
 10:36:03.499,COM6,-0.013,0.099,1.009,-1.465,0.549,-0.916,4.323,2.109,67.659,-427,5930,11802,36.55,,,,,,,,,,,,-0.83029,-0.02106,-0.03632,-0.55563
 10:36:03.591,COM6,-0.014,0.097,1.01,-1.953,0.793,-0.854,4.235,2.093,67.582,-483,5934,11814,36.52,,,,,,,,,,,,-0.83069,-0.02054,-0.03571,-0.55511
 10:36:03.700,COM6,-0.014,0.098,1.011,-2.441,1.038,-0.854,4.125,2.109,67.511,-489,5932,11790,36.57,,,,,,,,,,,,-0.83102,-0.01971,-0.03531,-0.55466
 10:36:03.789,COM6,-0.015,0.096,1.008,-1.343,0.977,-0.671,4.059,2.126,67.451,-481,5925,11829,36.55,,,,,,,,,,,,-0.83136,-0.01913,-0.0351,-0.55423
 10:36:03.928,COM6,-0.015,0.099,1.008,-0.549,0.488,-0.854,4.065,2.126,67.39,-333,5921,11812,36.53,,,,,,,,,,,,-0.83163,-0.0192,-0.03513,-0.55377
 10:36:03.992,COM6,-0.012,0.092,1.009,-0.366,0.305,-0.854,4.081,2.098,67.302,-345,5930,11798,36.53,,,,,,,,,,,,-0.83206,-0.0195,-0.03497,-0.55316
 10:36:04.100,COM6,-0.012,0.095,1.009,-0.488,0.549,-0.793,4.131,2.065,67.231,-453,5935,11825,36.57,,,,,,,,,,,,-0.8324,-0.02005,-0.03494,-0.55258
 10:36:04.190,COM6,-0.013,0.107,1.005,-1.465,0.549,-0.793,4.169,2.043,67.143,-467,5938,11800,36.56,,,,,,,,,,,,-0.83279,-0.02042,-0.03497,-0.552
 10:36:04.356,COM6,-0.012,0.096,1.009,-0.916,0.977,-0.61,4.109,2.065,67.083,-386,5934,11805,36.55,,,,,,,,,,,,-0.8331,-0.01993,-0.03482,-0.55154
 10:36:04.391,COM6,-0.013,0.096,1.011,-2.502,0.671,-0.854,3.977,2.06,67.006,-474,5929,11816,36.52,,,,,,,,,,,,-0.83353,-0.01901,-0.03415,-0.55103
 10:36:04.532,COM6,-0.013,0.089,1.01,-1.831,0.916,-0.854,3.845,2.076,66.923,-414,5947,11803,36.55,,,,,,,,,,,,-0.83392,-0.01797,-0.03363,-0.55045
 10:36:04.612,COM6,-0.016,0.091,1.009,-0.183,1.038,-0.61,3.829,2.098,66.852,-422,5915,11842,36.56,,,,,,,,,,,,-0.83429,-0.01779,-0.03372,-0.54993
 10:36:04.723,COM6,-0.015,0.097,1.007,-0.671,0.671,-0.854,3.873,2.126,66.791,-469,5911,11832,36.56,,,,,,,,,,,,-0.83456,-0.01801,-0.03412,-0.54947
 10:36:04.787,COM6,-0.014,0.089,1.009,-0.122,0.488,-0.732,3.873,2.115,66.714,-471,5913,11835,36.54,,,,,,,,,,,,-0.83493,-0.01807,-0.03403,-0.54889
 10:36:04.906,COM6,-0.012,0.097,1.007,-0.366,0.488,-0.732,3.939,2.093,66.643,-430,5907,11803,36.56,,,,,,,,,,,,-0.83527,-0.01868,-0.03412,-0.54837
 10:36:05.022,COM6,-0.011,0.095,1.008,-1.16,0.61,-0.793,3.95,2.065,66.566,-471,6021,11791,36.54,,,,,,,,,,,,-0.8356,-0.01889,-0.034,-0.54785
 10:36:05.103,COM6,-0.012,0.098,1.008,-1.282,0.793,-0.671,3.944,2.049,66.506,-360,5929,11812,36.58,,,,,,,,,,,,-0.83594,-0.01895,-0.03384,-0.54736
 10:36:05.187,COM6,-0.014,0.094,1.008,-1.282,0.732,-0.61,3.856,2.054,66.434,-467,5918,11844,36.56,,,,,,,,,,,,-0.83627,-0.01831,-0.03345,-0.54691
 10:36:05.302,COM6,-0.013,0.095,1.008,-1.282,0.977,-0.671,3.834,2.071,66.385,-447,5952,11824,36.56,,,,,,,,,,,,-0.83652,-0.0181,-0.03345,-0.54651
 10:36:05.382,COM6,-0.013,0.09,1.008,-0.427,0.488,-0.793,3.807,2.071,66.302,-474,5921,11834,36.55,,,,,,,,,,,,-0.83688,-0.01791,-0.03329,-0.54596
 10:36:05.492,COM6,-0.012,0.088,1.009,0.427,0.793,-0.916,3.873,2.06,66.231,-480,5921,11846,36.55,,,,,,,,,,,,-0.83725,-0.01846,-0.03354,-0.54541
 10:36:05.606,COM6,-0.013,0.095,1.009,-0.366,0.793,-0.793,3.994,2.049,66.149,-478,5934,11866,36.57,,,,,,,,,,,,-0.83759,-0.01941,-0.034,-0.54477
 10:36:05.717,COM6,-0.012,0.097,1.007,0.183,0.916,-0.732,4.043,2.06,66.083,-471,5918,11831,36.57,,,,,,,,,,,,-0.83789,-0.01974,-0.0343,-0.54428
 10:36:05.797,COM6,-0.013,0.099,1.008,-1.709,0.793,-0.977,4.037,2.06,66.011,-480,5988,11789,36.57,,,,,,,,,,,,-0.83826,-0.01974,-0.03427,-0.54373
 10:36:05.919,COM6,-0.013,0.103,1.007,-0.366,0.793,-0.61,3.988,2.065,65.929,-473,5924,11793,36.53,,,,,,,,,,,,-0.83865,-0.01938,-0.03406,-0.54318
 10:36:06.008,COM6,-0.014,0.094,1.01,-1.282,0.916,-0.732,3.972,2.087,65.869,-470,5939,11811,36.56,,,,,,,,,,,,-0.83896,-0.01917,-0.03412,-0.54272
 10:36:06.092,COM6,-0.015,0.098,1.009,-0.854,1.343,-0.61,3.95,2.12,65.814,-481,5952,11863,36.57,,,,,,,,,,,,-0.8392,-0.01883,-0.03427,-0.5423
 10:36:06.198,COM6,-0.015,0.096,1.007,-0.183,0.732,-0.61,3.95,2.153,65.753,-488,5927,11815,36.55,,,,,,,,,,,,-0.83948,-0.01874,-0.03448,-0.54187
 10:36:06.284,COM6,-0.014,0.1,1.007,-0.183,0.488,-0.854,4.026,2.148,65.693,-445,5922,11804,36.54,,,,,,,,,,,,-0.83975,-0.01932,-0.03479,-0.54138
 10:36:06.393,COM6,-0.012,0.096,1.01,-0.366,0.305,-0.916,4.07,2.109,65.616,-478,5924,11807,36.53,,,,,,,,,,,,-0.84012,-0.01987,-0.03473,-0.54083
 10:36:06.499,COM6,-0.013,0.096,1.011,-1.587,0.671,-0.793,4.054,2.087,65.533,-434,5921,11791,36.53,,,,,,,,,,,,-0.84052,-0.0199,-0.03445,-0.54025
 10:36:06.584,COM6,-0.014,0.094,1.01,-1.221,0.854,-0.61,3.983,2.093,65.473,-463,5932,11794,36.54,,,,,,,,,,,,-0.84082,-0.01935,-0.03415,-0.53979
 10:36:06.695,COM6,-0.014,0.095,1.008,-0.549,0.732,-0.671,3.961,2.098,65.413,-486,5952,11800,36.56,,,,,,,,,,,,-0.84109,-0.01917,-0.03409,-0.53937
 10:36:06.807,COM6,-0.014,0.087,1.01,-1.343,0.427,-0.977,3.9,2.087,65.336,-462,5929,11824,36.56,,,,,,,,,,,,-0.84146,-0.0188,-0.03372,-0.53882
 10:36:06.888,COM6,-0.013,0.093,1.01,0.427,1.038,-0.916,3.939,2.076,65.259,-476,5916,11825,36.56,,,,,,,,,,,,-0.84183,-0.01917,-0.03381,-0.53827
 10:36:06.996,COM6,-0.013,0.089,1.01,-1.038,0.977,-0.854,3.999,2.087,65.193,-471,5921,11843,36.53,,,,,,,,,,,,-0.84213,-0.01956,-0.03415,-0.53775
 10:36:07.137,COM6,-0.014,0.102,1.007,-0.244,0.732,-0.671,4.103,2.093,65.127,-395,5967,11818,36.54,,,,,,,,,,,,-0.84241,-0.02032,-0.03467,-0.53723
 10:36:07.263,COM6,-0.013,0.1,1.007,-1.221,0.488,-1.038,4.076,2.082,65.039,-465,5931,11808,36.56,,,,,,,,,,,,-0.84283,-0.02023,-0.03445,-0.53662
 10:36:07.299,COM6,-0.015,0.094,1.01,-0.793,0.916,-0.793,4.043,2.082,64.962,-467,5915,11795,36.55,,,,,,,,,,,,-0.8432,-0.02002,-0.03427,-0.53604
 10:36:07.417,COM6,-0.015,0.098,1.008,-0.732,1.16,-0.671,4.048,2.115,64.902,-454,5925,11807,36.52,,,,,,,,,,,,-0.84348,-0.01987,-0.03455,-0.53558
 10:36:07.529,COM6,-0.015,0.098,1.008,-0.366,0.916,-0.671,4.043,2.148,64.841,-480,5926,11823,36.55,,,,,,,,,,,,-0.84375,-0.01968,-0.03473,-0.53516
 10:36:07.582,COM6,-0.015,0.092,1.008,-1.038,0.549,-0.854,3.999,2.153,64.775,-472,5925,11800,36.53,,,,,,,,,,,,-0.84409,-0.01938,-0.03455,-0.53464
 10:36:07.688,COM6,-0.013,0.095,1.008,-1.038,0.61,-0.732,3.972,2.137,64.709,-456,5919,11820,36.56,,,,,,,,,,,,-0.84439,-0.01926,-0.0343,-0.53418
 10:36:07.796,COM6,-0.013,0.093,1.009,-1.16,0.427,-0.854,3.933,2.115,64.633,-438,5924,11805,36.59,,,,,,,,,,,,-0.84476,-0.0191,-0.03397,-0.53363
 10:36:07.902,COM6,-0.014,0.095,1.009,-0.916,0.854,-0.61,3.917,2.109,64.567,-475,5914,11810,36.57,,,,,,,,,,,,-0.84506,-0.01904,-0.03381,-0.53317
 10:36:08.016,COM6,-0.014,0.096,1.009,-0.793,0.732,-0.61,3.911,2.109,64.506,-471,5917,11819,36.55,,,,,,,,,,,,-0.84537,-0.01901,-0.03378,-0.53271
 10:36:08.096,COM6,-0.015,0.094,1.008,-0.549,0.732,-0.793,3.928,2.115,64.446,-491,5950,11838,36.55,,,,,,,,,,,,-0.84564,-0.01913,-0.03387,-0.53226
 10:36:08.202,COM6,-0.012,0.094,1.007,-0.61,0.671,-0.793,3.928,2.109,64.369,-453,5926,11820,36.55,,,,,,,,,,,,-0.84598,-0.0192,-0.03384,-0.53171
 10:36:08.289,COM6,-0.012,0.096,1.01,0.488,0.671,-0.732,3.994,2.098,64.297,-484,5915,11810,36.56,,,,,,,,,,,,-0.84631,-0.01978,-0.03406,-0.53116
 10:36:08.396,COM6,-0.014,0.102,1.009,-1.038,0.488,-0.793,4.081,2.076,64.215,-463,5923,11806,36.54,,,,,,,,,,,,-0.84668,-0.02054,-0.03427,-0.53052
 10:36:08.530,COM6,-0.014,0.104,1.009,-0.549,0.977,-0.61,4.081,2.087,64.16,-490,5930,11795,36.57,,,,,,,,,,,,-0.84692,-0.02048,-0.03436,-0.53009
 10:36:08.586,COM6,-0.014,0.088,1.01,-1.709,0.732,-0.977,4.016,2.098,64.078,-479,5924,11806,36.56,,,,,,,,,,,,-0.84729,-0.01999,-0.03409,-0.52954
 10:36:08.696,COM6,-0.013,0.093,1.01,-0.427,0.916,-0.732,4.01,2.098,64.006,-440,5924,11821,36.55,,,,,,,,,,,,-0.84763,-0.01996,-0.03409,-0.52899
 10:36:08.804,COM6,-0.014,0.096,1.01,-0.549,0.793,-0.793,4.032,2.115,63.935,-477,5926,11819,36.52,,,,,,,,,,,,-0.84796,-0.02005,-0.03427,-0.52847
 10:36:08.891,COM6,-0.016,0.098,1.009,-0.671,1.038,-0.61,4.043,2.126,63.869,-462,5918,11823,36.54,,,,,,,,,,,,-0.8483,-0.02011,-0.03439,-0.52795
 10:36:09.009,COM6,-0.014,0.098,1.01,-0.427,0.732,-0.732,4.043,2.153,63.803,-463,5915,11811,36.56,,,,,,,,,,,,-0.84857,-0.01999,-0.03461,-0.5275
 10:36:09.090,COM6,-0.013,0.102,1.008,-1.221,0.488,-0.793,4.081,2.137,63.737,-472,5935,11800,36.57,,,,,,,,,,,,-0.84888,-0.02039,-0.03464,-0.52695
 10:36:09.201,COM6,-0.013,0.093,1.011,-1.587,0.427,-0.793,4.01,2.115,63.655,-489,5938,11789,36.56,,,,,,,,,,,,-0.84927,-0.01996,-0.03412,-0.52637
 10:36:09.283,COM6,-0.014,0.093,1.011,-1.526,0.977,-0.671,3.95,2.115,63.594,-479,5916,11782,36.56,,,,,,,,,,,,-0.84955,-0.01953,-0.03384,-0.52594
 10:36:09.390,COM6,-0.015,0.092,1.01,-0.732,0.793,-0.549,3.889,2.131,63.534,-482,5969,11839,36.55,,,,,,,,,,,,-0.84985,-0.01907,-0.03369,-0.52551
 10:36:09.520,COM6,-0.015,0.09,1.011,-0.671,0.671,-0.793,3.895,2.131,63.479,-489,5952,11823,36.55,,,,,,,,,,,,-0.8501,-0.0191,-0.03372,-0.52512
 10:36:09.602,COM6,-0.016,0.093,1.01,-0.427,0.427,-0.854,3.922,2.115,63.402,-428,5958,11829,36.52,,,,,,,,,,,,-0.85043,-0.01941,-0.03369,-0.52454
 10:36:09.683,COM6,-0.014,0.095,1.01,1.038,0.549,-0.916,4.005,2.093,63.314,-440,5929,11839,36.55,,,,,,,,,,,,-0.85083,-0.02014,-0.03391,-0.52386
 10:36:09.793,COM6,-0.014,0.093,1.011,-0.732,0.916,-0.732,4.081,2.087,63.248,-471,5921,11820,36.57,,,,,,,,,,,,-0.8511,-0.02075,-0.03421,-0.52335
 10:36:09.903,COM6,-0.011,0.104,1.008,-0.244,0.671,-0.671,4.208,2.093,63.188,-488,5933,11816,36.58,,,,,,,,,,,,-0.85138,-0.0217,-0.03479,-0.52286
 10:36:10.008,COM6,-0.013,0.101,1.009,-1.953,0.61,-0.854,4.164,2.076,63.1,-434,5928,11807,36.54,,,,,,,,,,,,-0.85178,-0.02148,-0.03445,-0.52225
 10:36:10.100,COM6,-0.014,0.094,1.011,-0.732,1.099,-0.793,4.114,2.087,63.034,-481,5928,11791,36.52,,,,,,,,,,,,-0.85208,-0.02106,-0.0343,-0.52173
 10:36:10.207,COM6,-0.015,0.098,1.009,-0.488,0.977,-0.61,4.131,2.115,62.974,-454,5927,11794,36.55,,,,,,,,,,,,-0.85236,-0.02109,-0.03455,-0.52127
 10:36:10.289,COM6,-0.014,0.093,1.01,-0.732,0.793,-0.854,4.131,2.137,62.908,-470,5929,11791,36.53,,,,,,,,,,,,-0.85263,-0.021,-0.0347,-0.52081
 10:36:10.398,COM6,-0.013,0.098,1.009,-0.671,0.427,-0.793,4.142,2.115,62.836,-483,5939,11811,36.53,,,,,,,,,,,,-0.853,-0.02121,-0.03458,-0.52026
 10:36:10.506,COM6,-0.014,0.098,1.011,-1.282,0.732,-0.793,4.131,2.098,62.765,-476,5917,11794,36.56,,,,,,,,,,,,-0.8533,-0.02124,-0.03439,-0.51974
 10:36:10.606,COM6,-0.013,0.093,1.011,-1.404,0.732,-0.671,4.081,2.093,62.699,-474,5926,11792,36.53,,,,,,,,,,,,-0.85361,-0.0209,-0.03415,-0.51926
 10:36:10.691,COM6,-0.013,0.099,1.008,-1.221,0.977,-0.671,4.087,2.098,62.639,-467,5930,11759,36.55,,,,,,,,,,,,-0.85388,-0.02094,-0.03415,-0.51883
 10:36:10.795,COM6,-0.015,0.095,1.009,-0.916,0.671,-0.671,4.065,2.087,62.578,-447,5935,11783,36.56,,,,,,,,,,,,-0.85416,-0.02084,-0.034,-0.51837
 10:36:10.903,COM6,-0.012,0.093,1.009,-0.977,0.793,-0.854,4.065,2.098,62.512,-480,5915,11831,36.54,,,,,,,,,,,,-0.85446,-0.02081,-0.03406,-0.51788
 10:36:10.989,COM6,-0.012,0.089,1.011,1.343,0.671,-0.854,4.142,2.093,62.435,-472,5922,11817,36.52,,,,,,,,,,,,-0.8548,-0.02142,-0.03433,-0.5173
 10:36:11.094,COM6,-0.013,0.107,1.007,1.404,0.793,-0.671,4.378,2.087,62.364,-356,5937,11749,36.55,,,,,,,,,,,,-0.85504,-0.02325,-0.03534,-0.51669
 10:36:11.202,COM6,-0.014,0.111,1.006,2.075,0.427,-0.671,4.581,2.093,62.298,-385,5958,11753,36.53,,,,,,,,,,,,-0.85532,-0.02478,-0.03629,-0.51614
 10:36:11.286,COM6,-0.014,0.105,1.007,-0.305,0.671,-0.916,4.691,2.082,62.232,-341,5959,11729,36.57,,,,,,,,,,,,-0.85559,-0.02563,-0.03668,-0.51559
 10:36:11.393,COM6,-0.015,0.097,1.009,-0.977,0.732,-0.854,4.675,2.071,62.155,-438,5972,11747,36.55,,,,,,,,,,,,-0.85596,-0.0256,-0.03653,-0.51501
 10:36:11.501,COM6,-0.014,0.11,1.006,-1.892,0.977,-0.793,4.675,2.082,62.095,-477,5967,11734,36.55,,,,,,,,,,,,-0.85623,-0.02557,-0.03659,-0.51459
 10:36:11.608,COM6,-0.015,0.1,1.008,-2.014,1.16,-0.671,4.543,2.104,62.034,-414,5959,11736,36.55,,,,,,,,,,,,-0.85651,-0.02451,-0.03616,-0.51419
 10:36:11.689,COM6,-0.013,0.105,1.009,-1.709,0.854,-0.793,4.466,2.131,61.968,-417,5961,11765,36.56,,,,,,,,,,,,-0.85684,-0.02383,-0.03598,-0.51367
 10:36:11.797,COM6,-0.013,0.104,1.009,-1.709,0.793,-0.793,4.389,2.131,61.897,-437,5946,11763,36.56,,,,,,,,,,,,-0.85718,-0.02328,-0.03561,-0.51318
 10:36:11.904,COM6,-0.015,0.102,1.009,-1.221,0.488,-0.916,4.329,2.12,61.815,-367,5947,11739,36.56,,,,,,,,,,,,-0.85754,-0.02289,-0.03531,-0.5126
 10:36:12.025,COM6,-0.015,0.096,1.009,-1.648,0.671,-0.854,4.235,2.109,61.732,-464,5940,11769,36.58,,,,,,,,,,,,-0.85794,-0.02228,-0.03476,-0.51199
 10:36:12.129,COM6,-0.014,0.094,1.009,-0.977,0.854,-0.671,4.186,2.109,61.672,-471,5935,11777,36.51,,,,,,,,,,,,-0.85822,-0.02191,-0.03452,-0.51154
 10:36:12.201,COM6,-0.016,0.099,1.008,-0.183,0.671,-0.671,4.191,2.109,61.606,-414,5942,11791,36.52,,,,,,,,,,,,-0.85852,-0.02197,-0.03455,-0.51108
 10:36:12.315,COM6,-0.014,0.097,1.009,0.122,0.427,-1.099,4.23,2.109,61.518,-477,5938,11812,36.57,,,,,,,,,,,,-0.85889,-0.02228,-0.0347,-0.51041
 10:36:12.398,COM6,-0.014,0.094,1.009,0,1.16,-0.671,4.279,2.109,61.458,-421,5932,11785,36.55,,,,,,,,,,,,-0.85913,-0.02267,-0.03488,-0.50995
 10:36:12.495,COM6,-0.015,0.103,1.008,-0.61,0.549,-0.793,4.351,2.126,61.397,-437,5938,11787,36.54,,,,,,,,,,,,-0.85941,-0.02316,-0.03534,-0.50943
 10:36:12.602,COM6,-0.013,0.098,1.009,-0.977,0.61,-0.916,4.329,2.115,61.309,-436,5938,11793,36.56,,,,,,,,,,,,-0.8598,-0.02307,-0.03513,-0.50882
 10:36:12.685,COM6,-0.014,0.102,1.008,-0.793,0.854,-0.793,4.345,2.109,61.232,-469,5948,11794,36.54,,,,,,,,,,,,-0.86014,-0.02325,-0.03516,-0.50824
 10:36:12.799,COM6,-0.014,0.103,1.007,-1.648,1.038,-0.671,4.329,2.126,61.166,-434,5929,11786,36.57,,,,,,,,,,,,-0.86041,-0.02304,-0.03516,-0.50772
 10:36:12.911,COM6,-0.014,0.1,1.008,-1.404,0.854,-0.732,4.246,2.148,61.106,-439,5936,11771,36.56,,,,,,,,,,,,-0.86072,-0.02237,-0.035,-0.50726
 10:36:12.995,COM6,-0.012,0.105,1.006,-1.953,0.488,-0.793,4.219,2.137,61.04,-478,5929,11793,36.56,,,,,,,,,,,,-0.86102,-0.02222,-0.03476,-0.50681
 10:36:13.128,COM6,-0.014,0.099,1.008,-3.113,0.366,-0.793,4.07,2.104,60.958,-474,5930,11804,36.54,,,,,,,,,,,,-0.86139,-0.0213,-0.03387,-0.50626
 10:36:13.185,COM6,-0.013,0.092,1.009,-3.174,0.671,-0.916,3.84,2.093,60.886,-427,5941,11820,36.57,,,,,,,,,,,,-0.86176,-0.01965,-0.03271,-0.50577
 10:36:13.349,COM6,-0.014,0.085,1.011,-2.625,0.671,-0.793,3.615,2.082,60.804,-441,5919,11844,36.54,,,,,,,,,,,,-0.86215,-0.01801,-0.03165,-0.50525
